,label,tweets
7372,0,my little baby is sick today sad face
7373,0,ca nt believe the crap that on the radio i need  in my life
7374,0,is so bored and really wants to go to notingham
7375,0,dang physics at lunch time realy it sucks  but im gonna b with vicky so its ohkay i love tht lady
7376,0,lol i dont hve sky in my room dya rekon imperal squad wud be a hit if their video werent so  dirty lol x
7377,0,im sry i missed out on ihops my nose kept bleeding profusely no fun
7378,0,sending hugs
7379,0,okay okay i shall go to sleo now mom could you please stop nagging me
7380,0,good job stevo that game was dismal
7381,0,realy im not
7382,0,still happy that im a spartan now wishing this terrible sore throat would go away
7383,0,sorry sweetie how did your contest deal turn out
7384,0,xox your leaving again this makes me sad
7385,0,i know it sucks why does that happen to me all the time i need a different brain
7386,0,bummed because she is bummed but kind of happy lent is over in five days
7387,0,ugh been sick all wek somebody save me
7388,0,and now i should find the courage to open the books
7389,0,revising
7390,0,counting the minutes in the office today feeling really icky
7391,0,uh no i have my own dishes to do
7392,0,truck went in the shop in denver leaking radiator fluid student proly not gonna stick it thru no like da lifestyle
7393,0,home from schol doing nothing but a lot of homework to do who wants to help me
7394,0,clare danes in which movie im confused
7395,0,aw poor wee calum is nt well gotta feel sorry for my wee baby he away back to bed crying that he not well
7396,0,i was checking out spotify but you need an invite or to pay
7397,0,last night pa dude go on mebo i ca nt just keep updating here to chat with you
7398,0,feeling under the weather and wishing i were in bed with the dogs
7399,0,it gonna be a long agonizing tuesday
7400,0,i was nt able to go to glorieta is it a nice movie tho oscarwin worthy
7401,0,ow my leg hurts today
7402,0,never been so uncomfortable in the car only 3 hours left one of those few times where stumps come in handy ash stay away
7403,0,given up on pdf parsing
7404,0,hopefully im not late to field trip womp womp
7405,0,monkey just woke up she must not be feeling well she also wet her sheet
7406,0,taking a quiz amp im cold
7407,0,its a sad sad day im selling one of the puppies today
7408,0,they were amazing im sad i didnt get to give u or number 5who was kilin it a huge hug
7409,0,2 classes til 130 then work til 6 tomorrow will be a very long day
7410,0,i ca nt understand why twitter is unable to keep me logged in i reauth every day 5 times
7411,0,busy wek advising apt dinner with new romies 2 tests and tons of homework
7412,0,good question i had a craving for blonde eyebrows they dont look too terrible but worse than before
7413,0,has a nasty chest infection havent eaten or smoked in 48 hours antibiotics had better kick in son
7414,0,having some issues w computer amp ipod little bit of murphy law
7415,0,driving to jury summons
7416,0,awaiting my poor philosophy exam grade
7417,0,thinks he is going to watch wale tonight since he has nothing else to do
7418,0,anyone reply this is going so wrong
7419,0,it did nt snow at my house
7420,0,has wasted all of her day
7421,0,last night was way to over whelming i need to get away and ive just gotten back 85 more weeks and then the fun begins
7422,0,greaterlansingwelcome back party for the spartans breslin center 1045 this morning team arrives about 115 am wish i could go
7423,0,school till 5 today bo
7424,0,this is about when i would be breaking out the paperclips
7425,0,no no bot for me at least i dont think so i gotta edit all night and go into wvaq
7426,0,it going to rain today and i forgot my umbrella hopefully i can get to work before it does or il have to dodge raindrops
7427,0,hlibka too late i insulted a construction worker who gave me attitude for walking in the wrong direction  quenyonge
7428,0,got a toothache
7429,0,i wish i had a car need to give out resumes but the weather is horrible
7430,0,still really hurts
7431,0,normal grading system vs asian grading system lol its so true i went through that
7432,0,just played doctor for 20 minutes and im really really sick hahaha
7433,0,i am trying to navigate around modern techonology now and realises that i am inded techbimbotic boho
7434,0,is waiting 4 a chub engineer to call so he can get out of this freezing unalarmed warehouse amp back 2 the comfort of his warm office
7435,0,what a day but winter is coming must fix the bath lol
7436,0,bio test was easy which means i probably failed
7437,0,is exhausted and has no idea why
7438,0,i guess it just wasnt meant to happen
7439,0,set my alarm on 5am instead of 5pm and missed my training class
7440,0,aw but i like twiterfox i really like twetdeck as well it runs with adobe air wowrom
7441,0,in history class learning about the slaves im bored
7442,0,yeah i know same herejust cant it to do what i need
7443,0,oh nothat is horrible pets are our babies  our family members it never easy im thinking of u  be strong
7444,0,working from home today it not the same without my poppy at my feet
7445,0,so scared im making my frist sales calls
7446,0,bashpoder is nt working because wget is choking trying to download rs from fedburnercom it apparently blocked in china
7447,0,sick at home the worst part is i ca nt even play guitar hero world tour my life sucks
7448,0,need to pick up the golf from the vw garage failed its mot
7449,0,awake really tired did nt sleep well class at 1 and 4
7450,0,i have no followers
7451,0,now has a hurty wrist and a hurty eye falling apart at thirty
7452,0,biolife clas choreographing some recital routines cleaningnot a fun day but at least my babe comes home tonightlt3
7453,0,lahore  esexeating only been to lahore
7454,0,i can see it now i was having similar issues last night
7455,0,i want new scrubs i need to see something different in the mirror i need to run
7456,0,argh problem with keyring
7457,0,bout to go pay some bills then stop at the hair shop and then the nail salonyay i miss doin this every 2 weks
7458,0,amen to that
7459,0,wants her dog back
7460,0,my throat is a bitch
7461,0,just finished a test not a good thing considering it was mostly an essay test
7462,0,is about to eat some cerealand get ready for work i wish that i could have sometime to play the simsbutthere is never enough time
7463,0,yay unemployment i hate my life
7464,0,good morning cloudy day i hate cold spring morning
7465,0,my throat hurts  which of your remedies solved yours the las thing i need right now is to be sick and without a voice
7466,0,madness is over back to work
7467,0,finally got a second battery for my canon 5d mark ii why are batteries so hard to get photog
7468,0,yep yep certainly more childfriendly than hk wide pavements no tricky maneuvers for strollers but air not too gd too
7469,0,range hi tried meeting you after tour las yearman said youd gone but u hadnti missed u just wondered what you fav song is x
7470,0,been doing eyedrops four times a day for almost a fortnight now i miss every single time and end up with a wet face epic epic fail
7471,0,im having such a hard time dealing with everything i ca nt help but think about her alot  i wonder how shes handling this is she
7472,0,another day another half dollar
7473,0,sarah just had her two month check up 124 lbs 225 inches long poor baby is about to get her shots
7474,0,sorry we missed your bday bash
7475,0,dam im at work wishing the weekend was here it only tuesday people
7476,0,hasnt been on twitter for a few days no internet at mums house for the moment
7477,0,on my way to school i have been wearing my retainer lately so my teeth are sore
7478,0,just got up from th longest trip back on a train ever from london so tired
7479,0,last week i was late to the drthis week they are running late amp i forgot my bok
7480,0,having the hardest time getting outa bed i have a sore throat of doom and ache all over
7481,0,but i neva finished it
7482,0,reading 4 imade clasgros
7483,0,the desk  wish i was in ny
7484,0,is a misunderstood bitch
7485,0,oh no it looks like it going to rain and i have neither a jacket nor an umbrella with me rain right through easter too
7486,0,wtf i still not feel good
7487,0,snow really really sucks and today keeps getting worse
7488,0,just woke up and does nt want any school any more
7489,0,aw i miss singing quotalabaster boxquot on day star
7490,0,yeah it said your page did nt exist now it got that hacked
7491,0,12 pm todayif they do nt push it back again
7492,0,left headphone dead
7493,0,hm my local copy of a site is having intermittent db connection issues with a live db server yet the beta of the same site is nt
7494,0,that sounds painful
7495,0,haha oh yeah i thought today was the 8th then my bad
7496,0,white oh just the standard tsg setup 13 inch macbok sure would love a pro thoughsure would love one
7497,0,ah juicy fruit gum lose their flavour so quickly
7498,0,phone going off  no tweets until this afternoon
7499,0,intranet search results looks like gogle at first glance the relevance seems as bad as in almost every intranet
7500,0,i missed my first class too well im going to lol i have too much stuff to do im really scard about my grades for this
7501,0,is feeling old today
7502,0,another bz day  colege gotta mk a presntn on gibson guitar robot now as a part of microcontrolers course
7503,0,what a great start to the holidays im ill
7504,0,duno what else youre gonna say but i wish i d been around in the 70s too possibly 60s actually
7505,0,figuring out what up for today why it cold
7506,0,mam i need me some sleep stuck in class and wish i was in bed
7507,0,i hate picking out desks i should just build themit would be 10 times easier
7508,0,come back to the states for orlando carnival since i cant make it to miami
7509,0,i called a few times yesterday now i cant find my cell it might be out in the car
7510,0,ugh i am sick for the second time in a week this one is worse
7511,0,i still do nt know who jadakis is
7512,0,he called me a shorty
7513,0,waiting for my wifey to get out of work im home alone
7514,0,oh no is there any way of getting them after they sell out we re only gonna be able yo afford regular tickets
7515,0,dissertation and it is hateful
7516,0,well i did take a personal day today hurts really bad when i cough and i cough a lot less when i am not moving
7517,0,im so torn between the bold my 8330 amp the 8900
7518,0,there really a group like that they should blend the two words together to form ï¿½ kniter oh wait i guess that normal
7519,0,i love the sun i hate school that keeps me out of the sun
7520,0,despite a 14 hr slep i am already starting to fade this morning i think i might have gotten sick on the flight home
7521,0,just seen the fail whale for the first time in ages
7522,0,at work againit is going to be gorgeous outside and i will be inside
7523,0,at schol not getting any of this accounting gay
7524,0,i just want to move out of a hotel
7525,0,is having another crappy day
7526,0,ive been contracting for a while now though might have to return to the darkside
7527,0,not feeling well today i want chicken noodle soup and my bed
7528,0,sigh true that
7529,0,surfing on the internet  im a litle bored
7530,0,aw the batteries on my flashing birthday badge are dying
7531,0,weight traininghumanitiesastronomy x2math  guitar  last day of sunshine lt3
7532,0,well frankmusik is on the uk store but we ca nt buy it from there
7533,0,i havent been home since xmas break lm a lil homesick faithhopelove
7534,0,no use for me i stay in the mountains next to yetis cave no coverage for me
7535,0,work till 5  then a project
7536,0,cant get the webcam to work
7537,0,oh ive been there old spaghetti factory cept it been about 20 years
7538,0,back after spending a couple of days with my sis and her family it now raining should be doing something about the ironing
7539,0,omghaul tailing out the house got to my destination no wallet
7540,0,you are full of good news today but i am not shooting the messenger
7541,0,because he does nt like you
7542,0,off to work il be back to play by the time most of you will be gone to bed
7543,0,ugh i know the feling just dropped 40 on new tires last week
7544,0,wfmylifecom wow sometimes this site is funy but other times it just really depressing shame that this kind of stuff happens to pl
7545,0,ups trackers are really nifty my phone is in tyler tx yay i miss it
7546,0,another long day today is it friday yet
7547,0,that hurt my feelings bunit
7548,0,yo yo happy birthday wish it was my birthday instead i got da mono shitty
7549,0,having my atampt dsl going down so frequently is getting very annoying
7550,0,i saw the cutest guy ever in my dream dreams come true right i hope so
7551,0,why oh why is it snowing out
7552,0,my cat is sick again congestive heart failure  not sure if she going to make it this time
7553,0,sitting in class bored as hel
7554,0,brain feels clear sinuses do not meh
7555,0,saw kate in town she has quot0 off facials i want o go but i doubt il be able to
7556,0,is bored and doesnt have anything to do
7557,0,i didnt
7558,0,that what they want is new fans they do nt care about us
7559,0,sweet 5 jobs applied for 3 agencies applied to sadly there nothing new on the job boards at bunac though
7560,0,fourth day of holidays im so bored
7561,0,i believe im being attacked by allergies i sneezed twice while outside this morning my nose got runyand my eyes are itchy
7562,0,more torture from that weather uhg i wish there was a cure for migraines have little hope of growing out of it since mom suffers too
7563,0,is playing iknowledge in facebok the question is so difficult
7564,0,just played abit of quotleft 4 deadquotscared to bits now
7565,0,touring harlem nobody wants to get off for pix but me denied
7566,0,so the money they hid in golden square has long gone
7567,0,i am tiredi dont want to be here9 hrs left
7568,0,woke up way too late this morningmake that afternoon
7569,0,coming through grensboro just a minute ago  sorry we did nt bring any fish
7570,0,can you remind me repeatedly perhaps to call about renters insurance hiveminder is nt doing the trick apparently
7571,0,oh ok cali kush it is lol wish we had that out here never experienced yet smh
7572,0,my poor mother country of italy
7573,0,oh ca nt believe i never new
7574,0,i listed myself yesterday in 2036 but am still not showing up
7575,0,installed the new deraileur and i needed to adjust the headset i discovered the steerer tube is too long so no raptobike tomorrow
7576,0,my gta iv ringtone was downloaded 50 in the first hour whereas my tmobile ringtone has nt been downloaded once sad
7577,0,still disappointed been riding with  for a long time plans r the best but not the handsets
7578,0,failing my stats class well dangerously close meghan rose lt3
7579,0,no hubo the big bang theory otra vez hasta el 13
7580,0,today i was putting on jeans and noting how they re my very favorite jeans and i love them so much i proceeded to rip them fml
7581,0,i think ive had my fill of poop today with two little ones and a puppy there is more than enough to go around
7582,0,i would say reads of nasau stret but that the dublin equivalent  copy centre sorry
7583,0,yeah and he was working out west
7584,0,ate too much oysters bah
7585,0,wondering what a pma is
7586,0,nothin much got a cold i love you more
7587,0,im starting to wonder if i have some sort of magnetic field around me that breaks computersnow my office computer is down
7588,0,rankings dropped for the keyword quotbuena park businesesquot from 5 to 8
7589,0,desperate times call for desperate measures record high of car breakins in btv i was one of them
7590,0,chick your mantra sounds like no fun
7591,0,niteowl im glad she got there safe miss her already
7592,0,dialup ew did nt know people were still on that
7593,0,i wish everyone would just get along ah wel cest la vie
7594,0,it such a shame
7595,0,wish i could come see everything but im at work all day
7596,0,i just got my first fail whale
7597,0,aw honey feel beter
7598,0,working i do nt feel like working today
7599,0,why is nt bumptop out for mac yet
7600,0,i have no money left oh well i do nt anything realy i can wait for 2 weeks unitl i get paied again
7601,0,meeting for the next couple hours about automated building control systems
7602,0,feeling awful not hangover ill but ill and what am i doing for the rest of the day working
7603,0,is on bed rest for a few more days doc orders only way my back will heal this sucks
7604,0,sory only just read your  re herb mcgwyer  ive not been able to find it anywhere
7605,0,busy day going to the doctor now
7606,0,hiccups
7607,0,is feeling lonely
7608,0,is revising for his gcse exams
7609,0,is being forced to try this again by the boyfriend
7610,0,gutted to discover  is going to make a digital version of the cardboard totaliser im making for wesharedi bluepeter
7611,0,this is where i will be parked for the next three days no windows
7612,0,it annoys me that a 250 gb hard drive does nt actually hold 250 gbs in fact no drive holds the number of gbs it claims to hold sucks
7613,0,is nt it just ive lost him now oh woe is me
7614,0,the only negative about my new panera ofice the elevator musicsnore kind of annoying actually forgot headphones
7615,0,minus out the sand im enviouswish we could go to the beach sometime sorry you were sick that day amp had a sand blowing day
7616,0,twitter will never conquer the social networking world if it goes over capacity all the time
7617,0,is desperate for some work getting slightly bored now
7618,0,by the power of grayskuli shall go to work
7619,0,got a bit of a hot and porlyish boy on my hands atm poor baby
7620,0,having a nurse come today to give me supplies for cemo at home this cancer thing really just blows
7621,0,this is a lot harder than i realized but i know this is the only way to go in order to be happy in the long run just right now it sucks
7622,0,school i need to get in the zone for the game against livermore today
7623,0,haha its amazing isnt it miss you i wanna come back
7624,0,i feel ya on that one
7625,0,my butt hurts
7626,0,omg thats horrible i hope the rest of your day gets better i hope the geese is ok
7627,0,has a really bad headacheor should say a neck achegah and im nauseated this sucks
7628,0,sure am booking flights and tickets this week hopefully see you there i have regular sized business cards now though
7629,0,fu the dress i wanted to buy is sold out
7630,0,taking my dog to the vet soon i hope everythings okay with her
7631,0,in class
7632,0,bored woke up too early still got another hour
7633,0,shit what at house kutner
7634,0,crashed two time while creating new note after my last update mac
7635,0,ds  im not going to make it way way to ill
7636,0,disappointed he missed the new star trek last night
7637,0,i thought i was the only one with quottabitisquot i get quotatachedquot to the open tabs with articles code etc
7638,0,need to arrange my car insurance
7639,0,had stress relieved now it has returned
7640,0,so failing 2 outa 5 classes aint too bad
7641,0,i ca nt in my conscience join anything which includes neocons
7642,0,sad chris has to work on easter
7643,0,first time to go negative in my bank acount i am not a happy camper what was i thinking
7644,0,forgot to set my alarm and woke up after the sungona be late to work
7645,0,i miss singing already
7646,0,dang near snowing its snow flurries from sandals to boots again crazy
7647,0,boo to that test i just took
7648,0,last day at maya chilling out and then off to syracuse to see emily
7649,0,what the best tool for sharing pictures on twiter i noticed that  created dznrorg but im not invited to that party
7650,0,there are ants crawling around in my room
7651,0,il pay for your ticket and you can pay me back i dont wanna go alone
7652,0,eyed haha its amazing right i miss you i wanna come back
7653,0,come on man do nt jinx the pirates
7654,0,too much work to do
7655,0,haha our windows are barred im a prisoner 95 i wish i was joking such a beautiful day to
7656,0,is bored and have nt a clue what to do
7657,0,wats wrong
7658,0,itunes rolls out variable pricing for songs
7659,0,is cold at work again todayi gotta remember to pack my snugie in my car
7660,0,that me every morning
7661,0,i would love to be a stayathome mom right now i work outside the home thanks for checking it out
7662,0,setting up a new vmware image for net dev 2 hours later im on my 4th windows restart and still have nt got everything installed yet
7663,0,omg i hate this snow 3 days till david cok lthebrews 138gt
7664,0,to the theatre again determined to see more than the last 40 minutes of the show today 1st act sounds hilarious but have yet to see it
7665,0,my blog mysql is down
7666,0,hope they are treating you wel hospitals are no fun
7667,0,has two essays to do by tomorrow morning all i want to do is sleep im so tired
7668,0,could nt get twitter to work last night
7669,0,has no internet access and needs an iphone clearly to keep up with twitter life without twitter is not the same
7670,0,remember that laundry i was lamenting about last night wel it still there the laundry fairy did nt come take care of it
7671,0,aw i am sory lol yu saw the hills too i wanna watch the season to see why spencer calls lc to apologize lmao
7672,0,is not very happy today
7673,0,i think im getin a cold
7674,0,so kutner is leaving house for obama i do nt know how i feel about that
7675,0,the car has to saty with dr toyota overnight
7676,0,have you asked it why bitly is inacesible im now unable to read any of the articles my readers are tweeting to me
7677,0,you never told me the ila horror stories and i will be out of my rut when this damn headache goes away
7678,0,i had to reschedule bc a throat infection kept me home yesterday
7679,0,i swear im going to unfolow you
7680,0,did nt sleep well last night thought about that little girl and what she probably had to go through before she died so sad
7681,0,guilty as charged
7682,0,mcfly what about me
7683,0,wish blake griffin would stay one more year but i know better
7684,0,but im tired you cruel girl
7685,0,we did nt make it in the end massive queues on the m25 then took wrong turn right near wembley itself guted x
7686,0,for those of you thinking i hate the yankes  i dont im a yankes fan and losing to the orioles no less
7687,0,at work tho its friday its an awful friday they have my take n income n calls for 9 hrs when i usually make outbound cals what a day
7688,0,i have had 5 prank calls in 2 days some the same some completely different i really wanna know who it is
7689,0,morning folks la traffic to work listening to mario  break up this goes so hard 2 me
7690,0,justinhard time finding work mehard time being happy
7691,0,awesome no voice again today work is going to be impossible
7692,0,got home a parcel that was meant for me was delivered to our neighbours house but they re not home
7693,0,did some volunering and now have to focus on uni stuff need to write a press release how hard wish i had more practice
7694,0,i just saw a video of grown man from champaignil i can tell donie back is hurting him in it his usual hip action is toned way down
7695,0,still sitting in class eating goldfish and drinking sprite if only it was lunch time
7696,0,what about robert englund
7697,0,quotpackquot the duckling found safe but his webbed feet have been cut and a new one will still have to be made
7698,0,trying to find a good vet around here i think one of my kitties has asthma
7699,0,ca nt write anymore papers five to go
7700,0,mitchel james is my uncle kapa man who passed 4 yrs ago the kappas named a scholarship after him miss my superman
7701,0,happy opening day wish i could be getting ready to go to the giants game instead of work
7702,0,yep say hello to 129 itunes downloads the new standard for highquality overpriced digital downloads sad sad day
7703,0,i love it when class gets canceled too bad it my 2nd of 3 classes of the day so i still have to stay for my 1st amp last ones
7704,0,is hoping this tummy ache from too many cookies will go away soon thanks brady
7705,0,why does nt high school teach apa style citation its all im supposed to use in my class
7706,0,we do talk else where gtlt i was nt there
7707,0,not impressed with the fact it is snowing april 7th
7708,0,last day  disney
7709,0,swamped at work not a good day but trying to keep positive the weekend is not that far
7710,0,come home to expect his warm hug amp gets none
7711,0,rub it in
7712,0,the man behind me on the train smells so much of booze it giving me a headache
7713,0,missed jon tweets again last knight he waits until i turn off my phone to start twitering still love him though lol
7714,0,im fighting a losing battle with a broken heart
7715,0,oh tom my pancake hopes have fallen flat ops there that quotdraco malfoyquot stare better get back to work
7716,0,i find that almost un iversaly true
7717,0,watching pokemon where is everyone
7718,0,my kids asked about quotthe red dotsquot on my face quotwhy like that how comequot pimples quotwhat are pimplesquot
7719,0,today is the day gotta sell the scooter
7720,0,please no rain today i got some things to do outside
7721,0,i need friends for twitter
7722,0,hate to burst your bubble but tv guide mat roush says it a disaster i was looking fwd to it also
7723,0,just woke up kinda not feeling well
7724,0,i do nt want to get out of bed
7725,0,harnet unfortunately that been happening since yesterday
7726,0,is off 2 work
7727,0,staying away from tea all day today
7728,0,sadly not wet grey and really quite yuck again any better over there
7729,0,ive just discovered im busy around lunchtime i do nt suppose dinner is posible
7730,0,so not fair some of us are stuck at work i wanna be cozy at home
7731,0,wasting time
7732,0,sick and tired of hacking away at a third parties php code the whole thing needs rewriten so as to be maintainable
7733,0,i can imagine the amount of messages you get everyday i wish my job was exciting as yours enjoy everymoment of it for me
7734,0,i ca nt believe that i am still waiting for a damn delivery it clearly not coming today
7735,0,i get to work again today and tomorow im so lucky
7736,0,hearing you talk about editing pictures makes me cringe lol
7737,0,eating eating eating
7738,0,our grass is so high that i let the dog out and he comes back soaked all over poor thing
7739,0,im sad to hear the news of an 8yrold girl who has been missing in our area  her body was found last night  prayers are needed
7740,0,it god but buggy like a motherfucker
7741,0,this day is going from bad to worsei broke my shoe this morning it windy and freezing cold out and i still have to take a de test
7742,0,i am sorry to hear about your grandma anything i can do for you
7743,0,my brain is mad too but i do nt imagine as mad as yours pat
7744,0,i hope things start looking up soon coffee always helps me
7745,0,gots to go now twiters have an mri scan at 530pm i hate mri
7746,0,menglish is difficult
7747,0,angel i was wondering if yall were going to observe the pasover im sad our church is not doing it this year
7748,0,heading back home on thursday evening after work im afraid
7749,0,omfg days like these kill my soul and it not even lunchtime yet
7750,0,sdafghjkljhgnfbdvsdfghjkj i hate things like this
7751,0,my throat still hurts wah feel sorry for me lol
7752,0,starting to worry about the java exam
7753,0,ughgoing to schol bye bye
7754,0,danela carol a gun was held to my head as i booked my flight ciara made me do it i didnt have a choie lol
7755,0,sick today staying home and watching chicago lt3
7756,0,paypal is telling me to look at a guide for ipnthat guide tells me to look at another guidethe 2nd guide tells me to look at the first
7757,0,2 young men with suittie at my door talking about god jesus took me 15 seconds to get rid of them poor guys completely lost
7758,0,just invoked quicksilver now i am over bumptop beta only beings windows for now poor windows and no quicksilver
7759,0,e seen your cuz last night in traf he was with my brother he misses u
7760,0,online bankovnictvï¿½ kb je ofline zrovna kdyï¿½ je to nejvï¿½c poteba ï¿½lak m trefï¿½ gr
7761,0,i hate waking up in the morning with a sinus infection it the worst
7762,0,lol slim godbody i wanna see that pic and for some reason i keep missing your  replies to me
7763,0,lol i think twitter is just behind by 6 minutes or sowil check ur e mail shortlyon phone to insurance company
7764,0,am bored anyone want to talk to me
7765,0,had horrible dream in which one of the sats died  the first dream ive had about them that i properly remember and it that terible
7766,0,miley and demi please reply
7767,0,im shocked i thought nyc was cock full of quality nail shops
7768,0,does not enjoy being beaten on wi fit game on
7769,0,le my battery life is about two hours if im doing internets or have 2 programs open it ll die even faster
7770,0,i miss you so much come back to my home
7771,0,had an interesting night to say the least
7772,0,feeling very very envious of everyone who has already seen star trek in austin tx and australia
7773,0,not like im an important presence on twiter but i will probably not be updating from the internet until after i get maried too busy
7774,0,almost but still about 2 months short i got mine nov21 and even with the annual upgrade i would still have to wait
7775,0,going to go sleep i wish it was the weekend already 2 more days of work to go
7776,0,working through a really bad headache
7777,0,i hate sat scores im a mess
7778,0,oh no not to mention all the dust and yuck they ll inevitably stir up im so sorry theoretically you get a better road
7779,0,not aching too bad this morning just very tired cat not on any special diet just going to feed the fat bastard les
7780,0,okay this holiday i plan to go shopping in birmingham have a sleepover urm go down walsal do more fun stuff
7781,0,last day at work im gonna miss it
7782,0,man im sorry to hear about that
7783,0,i dislike dreams that make you feel sad even after you wake up
7784,0,is in my education class where did all the warm weather go
7785,0,five minutes of sunshine to melt the snow back to windy and gray again
7786,0,a woman cannot survive on toast and cheesy wotsits alone
7787,0,gotta leave for work soon anyone fancy going for me
7788,0,just posting about my first time with the wifit  it okaybut not what i thought it was going to be
7789,0,no emobeans
7790,0,is in love with slumdog milionaire such a sweet movie made me sad
7791,0,just finished a morning 4milernot too shabby although it looks like rain is coming work time
7792,0,i found a thorpe park brochure from 2004 whilst looking for a revision notebook im jealous that annual passes used to be ï¿½80
7793,0,out of pickles
7794,0,our timing in the last days is bullshit x and next wek you re in holidays but i hope to see you soon the wekend
7795,0,po do i have to go to work today
7796,0,hurt my toe trying to get to the phone
7797,0,stupid cocking megavideo  wish wixi wasnt down today
7798,0,my first full week of class this week no skiping sad day
7799,0,suhlepy in class zombie for the day essay kept me up last night
7800,0,i know people who do nt even use the straps makes me nervous
7801,0,i seriously had hopes of wearing something short sleeved for easter sunday service probably need a shawl or sweater
7802,0,is on the verge of somthing greatjust not sure what it is
7803,0,oh no definitely not a stranger to house just have nt watched last night episode yet not looking forward to it now
7804,0,and i am officially hungry again it is going to be a long day today
7805,0,suggestion  any charity in singapore need a perfectly working netgear router i lost the driver cd though
7806,0,does nt it just make you feel all sparkly though i miss having a tan
7807,0,woke up a year older
7808,0,sorry to hear that ben
7809,0,quoti check my twitter every secondquotawno tweets today oh wel i do have a life besides twitercroses fingers behind back
7810,0,is missing his friends from back home
7811,0,every single photo i have taken today is butters
7812,0,very angry
7813,0,poor baby i have a bad throat also it sucks
7814,0,also bullying stories hit way too close to home
7815,0,chapped lipsi wish i knew where my burt bees was
7816,0,pondering when to leave ca
7817,0,honestly im more than a little bit bummed about the 5 thing
7818,0,really feeling broken svn integration with idea need new plugin that supports 16 now now now
7819,0,todays a good day so far i just wish charlie was here
7820,0,woke up to see the ground covered in snowin april
7821,0,still waiting gah the suspense fb
7822,0,bia oh jesus i need some starbucks in my life right now i was gonna be late to work if i picked it up
7823,0,wants an sa acount no credit card
7824,0,i wish i was black actualy i think i was meant to be black i already got the dick just not the pigment lmao
7825,0,allergies suck i have been having to take zyrtec for the last wk now
7826,0,hm im on holidays but working how does that work
7827,0,fighting a horrible sinus infection makes for very long conference calls
7828,0,we re late leaving for wilmington but its gorgeous outside and realy chilly in south carolina
7829,0,i hate finance subject they make me feel wozy
7830,0,spent like an hour on mybrute trying out making different characters i made 26 leveled them up to 2 still no wolf or good weapon
7831,0,yay about the dissertation thing not the killing thing but yay it done
7832,0,what happened to your icon i liked that little green ferocious guy
7833,0,just woke up still no tax refund
7834,0,figures how does a canadian get past the quotnot available in your areaquot to see eminem posted video any ideas on that
7835,0,is sitting in computer aps
7836,0,ipl schedule for sa now online but none of joburg matches are bookable yet cricket 1yny
7837,0,i lost a follower
7838,0,happy and sad i do nt have to go into work until 325 today but i miss out on my 12 asian kids on a bus route
7839,0,
7840,0,i love pineaple but it gives me tummy ache
7841,0,wondering where this cold weather came from
7842,0,just had my credit card pwned luckily i wo nt have to cough up for it but still a pain going through the disputation process
7843,0,trust me theyve tried that before wel maybe not an aeroplane got home and all my veg had been dug up
7844,0,when am i ever going to need to know half the stuff in the risk notes still not finished the essays either
7845,0,sure is killing me
7846,0,omgthis is the horrible mindset ive been having for a month now hope u r doing wel o amp enjoy ur weather its snowing here
7847,0,i dreamt that i was failing one of my classes it was not fun
7848,0,what hapened
7849,0,mm dyslexic fingers agian
7850,0,im not drawing awe damn
7851,0,waiting for it to b 9am so i can go talk to the store manager at 75th and bell need another job wis isnt guna cut it
7852,0,something came up and im going to miss your show on may 2nd in jersey it was my birthday present from my girls
7853,0,my twitter is so much more boring without  updates every 5 minutes sigh
7854,0,good luck with your mri hun thinking of ya they are yuky things
7855,0,would they exclude rufus cos of his orientation
7856,0,evidently i am shitty at cheering people up
7857,0,worried about steve  eye
7858,0,im cold
7859,0,studying for our exams done  bio halfway  english amp math and gonna start with spanish and history while everone else is in vacation
7860,0,is sitting at work bored sniff snif
7861,0,you know im broke how high maintenance would i be to spend my nonmoney on nails im sure yr sick of the same excuse but broke
7862,0,good morning everyone  rob is trying to pull his foot out of his mouth this morning
7863,0,new boss looking agitated again today been keeping quiet heard he used the sword by his desk on new employees before
7864,0,seems like twitter is glitching again last two tweets have been stuck  the top crawls back under social networking rock
7865,0,being bored not wanting to go to work and sick yay
7866,0,oh noele huntsmans are beyond any horrible scary word i hate them they freak me the fuck out amp theyre freakin huge fuckers
7867,0,i wish hatiesburg was cool enough for edie izard to visit
7868,0,no felin well
7869,0,thinks  should stop sending him work to do
7870,0,argh i wish i could download that but it impossible
7871,0,me too
7872,0,mom pissed i do nt think i get a life today woo
7873,0,it april it should nt be snowing anymore
7874,0,training class for my other job hopefully it wo nt be boring but i think it might be
7875,0,lol i need too ive actually never been
7876,0,trying to do my 1st twitpic but my phone is not coperating
7877,0,second cup of coffee does nt seem to be working
7878,0,already looking for that damn cd
7879,0,cooking pot roast in the slow coker helping with school work changing a diaper cleaning and being fat and pregolol no rest for mom
7880,0,pleased to follow   per armano  i have a about my 3 yr old 120 dell inspiron that now dying
7881,0,i wish it were warmer since i have errands to run today
7882,0,i was almost tricked into eating pig snout and cow tripe
7883,0,just had a nasty nosebleed and this did nt help me at all threadphpthreadid6108505amppage1 made me sad
7884,0,so tired no money for lunch
7885,0,gets to take 3 math clases a computer science class and an education class next semester
7886,0,ive had a headache for the last 3 days i do nt want to go to school today
7887,0,just dawned on me that kurt cobain died fifteen years almost to the day he was found on the 8th so ive not completely missed it
